record_type	current_question_id	current_answer_id	audit_answer_id	stage	current_wording	current_answer_title	current_answer_copy	current_scoring_effects	audit_question_disposition	audit_answer_disposition	abstraction_burden	double_barrel_status	mood_roleplay_dependence	desirability_bias	attempted_constructs	salvageable_observation	proposed_disposition	evidence_boundary
current_answer_effect	hall_GRIXIS_survival_opening	MISSING	hall_GRIXIS_survival_opening#answer-2	hall	A hostile situation leaves one narrow opening. What makes the next move true?	Make the process legitimate	The move is true when the room can audit it and the rule can survive pressure.	strong=WU;positive=WU;suppressed=GRIXIS	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: calculated survival opening | legitimacy over survival | appetite over calculation | community over survival leverage | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: legitimacy over survival. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_survival_opening	MISSING	hall_GRIXIS_survival_opening#answer-3	hall	A hostile situation leaves one narrow opening. What makes the next move true?	Release the appetite	The opening matters because pressure wants an honest, unrestrained answer.	strong=BR;positive=BR;suppressed=GRIXIS	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: calculated survival opening | legitimacy over survival | appetite over calculation | community over survival leverage | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: appetite over calculation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_survival_opening	MISSING	hall_GRIXIS_survival_opening#answer-4	hall	A hostile situation leaves one narrow opening. What makes the next move true?	Preserve the whole	The opening is only worth taking if it keeps the community intact.	strong=BANT;positive=BANT,WG;suppressed=GRIXIS	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: calculated survival opening | legitimacy over survival | appetite over calculation | community over survival leverage | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: community over survival leverage. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_volatile_calculation	MISSING	hall_GRIXIS_volatile_calculation#answer-1	hall	The information is incomplete, the pressure is rising, and delay has a cost. What wins your trust?	Calculation aimed at survival	Know enough to name the weakness, then act before the table gets another chance to close ranks.	strong=GRIXIS;positive=GRIXIS,UB,UR,BR;suppressed=ESPER,BANT,WU,WG	RETUNE	NEEDS-EVIDENCE	MEDIUM	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: volatile calculation | exact control over volatility | experiment over survival leverage | shared order over self-advocacy | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: volatile calculation. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_volatile_calculation	MISSING	hall_GRIXIS_volatile_calculation#answer-2	hall	The information is incomplete, the pressure is rising, and delay has a cost. What wins your trust?	Refine until exact	Pressure is not permission to move before the design is trustworthy.	strong=ESPER;positive=ESPER,WU;suppressed=GRIXIS	RETUNE	NEEDS-EVIDENCE	MEDIUM	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: volatile calculation | exact control over volatility | experiment over survival leverage | shared order over self-advocacy | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: exact control over volatility. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_volatile_calculation	MISSING	hall_GRIXIS_volatile_calculation#answer-3	hall	The information is incomplete, the pressure is rising, and delay has a cost. What wins your trust?	Experiment in the open	The best answer is to try the strange idea and learn from the spark.	strong=UR;positive=UR,PRISMARI;suppressed=GRIXIS	RETUNE	NEEDS-EVIDENCE	MEDIUM	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: volatile calculation | exact control over volatility | experiment over survival leverage | shared order over self-advocacy | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: experiment over survival leverage. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_volatile_calculation	MISSING	hall_GRIXIS_volatile_calculation#answer-4	hall	The information is incomplete, the pressure is rising, and delay has a cost. What wins your trust?	Stand with the circle	The safest move is the one the group can carry together.	strong=BANT;positive=BANT,WG;suppressed=GRIXIS	RETUNE	RETUNE	MEDIUM	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: volatile calculation | exact control over volatility | experiment over survival leverage | shared order over self-advocacy | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: shared order over self-advocacy. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_instinct_pressure	MISSING	hall_JUND_instinct_pressure#answer-1	hall	Pressure strips away the polite answer. What makes the next move true?	Trust the gut and move	The body knows enough. Act from the honest feeling and carry the consequence.	strong=JUND;positive=JUND,R,RG;suppressed=WU,WG	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: instinct under pressure | legitimacy over instinct | belonging over appetite | calculation over gut truth | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: instinct under pressure. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_instinct_pressure	MISSING	hall_JUND_instinct_pressure#answer-2	hall	Pressure strips away the polite answer. What makes the next move true?	Make the process legitimate	The move is true when a shared rule can defend it after the pressure passes.	strong=WU;positive=WU;suppressed=JUND	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: instinct under pressure | legitimacy over instinct | belonging over appetite | calculation over gut truth | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: legitimacy over instinct. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_instinct_pressure	MISSING	hall_JUND_instinct_pressure#answer-3	hall	Pressure strips away the polite answer. What makes the next move true?	Preserve the living whole	The next move should protect belonging before it indulges appetite.	strong=WG;positive=WG;suppressed=JUND	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: instinct under pressure | legitimacy over instinct | belonging over appetite | calculation over gut truth | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: belonging over appetite. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_instinct_pressure	MISSING	hall_JUND_instinct_pressure#answer-4	hall	Pressure strips away the polite answer. What makes the next move true?	Calculate the opening	Move only after the weakness, cost, and leverage are named.	strong=GRIXIS;positive=GRIXIS;suppressed=JUND	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: instinct under pressure | legitimacy over instinct | belonging over appetite | calculation over gut truth | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: calculation over gut truth. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_appetite_consequence	MISSING	hall_JUND_appetite_consequence#answer-1	hall	A hunger rises with real cost attached. What makes it worth following?	Feed it and own the cost	Wanting is not a crime. The honest path is to act, pay, and become what survives.	strong=JUND;positive=JUND,BR,BG,RG;suppressed=WU,WG	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: appetite with consequence | duty over appetite | performance over survival appetite | cycle over appetite | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: appetite with consequence. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_appetite_consequence	MISSING	hall_JUND_appetite_consequence#answer-2	hall	A hunger rises with real cost attached. What makes it worth following?	Bind it to duty	A hunger is trustworthy only when it serves a larger obligation.	strong=WB;positive=WB;suppressed=JUND	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: appetite with consequence | duty over appetite | performance over survival appetite | cycle over appetite | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: duty over appetite. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_JUND_appetite_consequence	MISSING	hall_JUND_appetite_consequence#answer-3	hall	A hunger rises with real cost attached. What makes it worth following?	Let it become spectacle	The point is not survival but the release: visible, dangerous, and impossible to ignore.	strong=BR;positive=BR;suppressed=JUND	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate JUND; authored signals: appetite with consequence | duty over appetite | performance over survival appetite | cycle over appetite | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: performance over survival appetite. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
