question_id,phase,answer_id,audit_answer_id,exact_title,exact_copy,authored_signal,intended_construct,actual_dimensions_tested,positive_identities,strong_positive_identities,suppressed_identities,uncertainty_representation,evidence_authority,final_disposition,remediation_implication
hall_ABZAN_ancestor_perennation,hall,MISSING,hall_ABZAN_ancestor_perennation#answer-2,Compost loss into renewal,"Death feeds what comes next, even when no family oath can contain the cycle.",life-death cycle over house memory,decay-and-renewal,"[""philosophical-preference"",""lore-or-setting-proxy""]","[""WITHERBLOOM"",""BG""]","[""WITHERBLOOM""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_ancestor_perennation,hall,MISSING,hall_ABZAN_ancestor_perennation#answer-3,Protect only the living moment,"The living world needs care now, not an inherited debt that keeps speaking over it.",living care over ancestor obligation,protection-and-duty,"[""social-behavior"",""lore-or-setting-proxy""]","[""NAYA""]","[""NAYA""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_ancestor_perennation,hall,MISSING,hall_ABZAN_ancestor_perennation#answer-4,Break from inherited debt,"If a duty cannot be chosen, surviving it may require cutting the obligation loose.",freedom from inherited duty,protection-and-duty,"[""social-behavior"",""philosophical-preference"",""lore-or-setting-proxy""]","[""JUND""]","[""JUND""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_survival_attunement,hall,MISSING,hall_TEMUR_survival_attunement#answer-1,"Listen, then move","Survival starts by hearing the land, the body, and the old memory before strength becomes motion.",attuned instinct before force,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""TEMUR"",""G""]","[""TEMUR""]","[""JUND"",""NAYA"",""GRIXIS"",""ABZAN""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_survival_attunement,hall,MISSING,hall_TEMUR_survival_attunement#answer-2,Feed the pressure,The honest answer is the hunger that can survive the cost.,appetite over listening,agency-and-leverage,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_survival_attunement,hall,MISSING,hall_TEMUR_survival_attunement#answer-3,Refine the pattern,The move is safe when observation becomes a cleaner system.,optimization over wild signal,agency-and-leverage,"[""social-behavior""]","[""UG""]","[""UG""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_survival_attunement,hall,MISSING,hall_TEMUR_survival_attunement#answer-4,Guard the living whole,The right move protects belonging before it tests strength.,communal care over harsh-terrain instinct,protection-and-duty,"[""social-behavior""]","[""NAYA""]","[""NAYA""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_elemental_memory,hall,MISSING,hall_TEMUR_elemental_memory#answer-1,Follow the living memory,The signal is not a chain. It is the world remembering enough to help survival choose its next shape.,elemental memory as survival guidance,history-and-memory,"[""lore-or-setting-proxy""]","[""TEMUR""]","[""TEMUR""]","[""ABZAN"",""NAYA"",""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_elemental_memory,hall,MISSING,hall_TEMUR_elemental_memory#answer-2,Keep the house alive,Memory should carry obligation forward through family and the next generation.,ancestor duty over wild memory,protection-and-duty,"[""social-behavior"",""lore-or-setting-proxy""]","[""ABZAN""]","[""ABZAN""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_elemental_memory,hall,MISSING,hall_TEMUR_elemental_memory#answer-3,Turn it into leverage,A signal matters when it reveals the opening before anyone else sees it.,leverage over elemental listening,agency-and-leverage,"[""gameplay-or-deck-behavior"",""lore-or-setting-proxy""]","[""GRIXIS""]","[""GRIXIS""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_TEMUR_elemental_memory,hall,MISSING,hall_TEMUR_elemental_memory#answer-4,Let growth belong,Memory is wisest when it protects the larger living whole.,abundance over harsh-terrain memory,protection-and-duty,"[""social-behavior"",""philosophical-preference"",""lore-or-setting-proxy""]","[""NAYA""]","[""NAYA""]","[""TEMUR""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_resource_conversion,hall,MISSING,hall_SULTAI_resource_conversion#answer-1,Use what others waste,"The resource is trustworthy when it converts death, secrecy, cost, or opportunity into power before anyone else can claim it.",ruthless resource conversion,agency-and-leverage,"[""social-behavior""]","[""SULTAI"",""B""]","[""SULTAI""]","[""ABZAN"",""TEMUR"",""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_resource_conversion,hall,MISSING,hall_SULTAI_resource_conversion#answer-2,Make it protect the house,A cost is trustworthy when family continuity and remembered duty can answer for it.,house duty over resource conversion,protection-and-duty,"[""social-behavior""]","[""ABZAN""]","[""ABZAN""]","[""SULTAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_resource_conversion,hall,MISSING,hall_SULTAI_resource_conversion#answer-3,Wait for the living signal,"Power should not outrun the terrain, body, and memory that make survival wise.",attunement over ruthless conversion,agency-and-leverage,"[""social-behavior""]","[""TEMUR""]","[""TEMUR""]","[""SULTAI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_resource_conversion,hall,MISSING,hall_SULTAI_resource_conversion#answer-4,Turn risk into performance,The best use of danger is the bold move that changes the room before restraint can kill it.,spectacle over hidden conversion,expression-and-performance,"[""gameplay-or-deck-behavior"",""social-behavior"",""aesthetic-or-narrative-preference""]","[""GRIXIS""]","[""GRIXIS""]","[""SULTAI""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_dead_usefulness,hall,MISSING,hall_SULTAI_dead_usefulness#answer-1,Make the dead useful,"The dead are not only memory. They are material, warning, labor, and leverage when ambition can make them serve the living choice.",death converted into power,agency-and-leverage,"[""gameplay-or-deck-behavior"",""psychographic-or-motivational-inference-risk""]","[""SULTAI"",""BG""]","[""SULTAI""]","[""ABZAN"",""TEMUR"",""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_dead_usefulness,hall,MISSING,hall_SULTAI_dead_usefulness#answer-2,Let memory become stewardship,The dead guide best as obligation and continuity for the house that remains.,ancestor duty over necromantic utility,protection-and-duty,"[""gameplay-or-deck-behavior"",""social-behavior"",""lore-or-setting-proxy""]","[""ABZAN""]","[""ABZAN""]","[""SULTAI""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_SULTAI_dead_usefulness,hall,MISSING,hall_SULTAI_dead_usefulness#answer-3,Compost loss into renewal,Death feeds life most cleanly when it stays part of a shared cycle rather than a tool of domination.,vitality ecology over ruthless utility,community-and-belonging,"[""gameplay-or-deck-behavior"",""social-behavior"",""aesthetic-or-narrative-preference""]","[""WITHERBLOOM"",""BG""]","[""WITHERBLOOM""]","[""SULTAI""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
